index,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque,Highway Fuel Economy
1700,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1701,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1702,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1703,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1704,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1705,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1706,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1707,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1708,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1709,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1710,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1711,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1712,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1713,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1714,V6,Twin-Turbo,AWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
1715,V6,Twin-Turbo,AWD,automatic,310 hp @ 5000 rpm,400 ft-lbs. @ 2500 rpm,
1716,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1717,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1718,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1719,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1720,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1721,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1722,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1723,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1724,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1725,V6,Naturally Aspirated,RWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1726,V6,Naturally Aspirated,AWD,automatic,275 hp @ 6250 rpm,260 ft-lbs. @ 4000 rpm,
1727,I6,Turbocharged,AWD,automatic,362 hp @ 5500 rpm,369 ft-lbs. @ 1800 rpm,24 mpg
1728,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,24 mpg
1729,V8,Twin-Turbo,AWD,automatic,469 hp @ 5500 rpm,516 ft-lbs. @ 2250 rpm,20 mpg
1730,V8,Twin-Turbo,AWD,automatic,577 hp @ 5500 rpm,590 ft-lbs. @ 2350 rpm,21 mpg
1731,V8,Twin-Turbo,AWD,automatic,577 hp @ 5500 rpm,590 ft-lbs. @ 2350 rpm,20 mpg
1732,V8,Twin-Turbo,AWD,automatic,831 hp @ 5500 rpm,1032 ft-lbs. @ 2500 rpm,
1733,I4,Turbocharged,AWD,automatic,402 hp @ 6750 rpm,369 ft-lbs. @ 5000 rpm,28 mpg
1734,I4,Turbocharged,AWD,automatic,671 hp @ 6750 rpm,752 ft-lbs. @ 5000 rpm,
1735,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,36 mpg
1736,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,33 mpg
1737,I4,Turbocharged,AWD,automatic,302 hp @ 5800 rpm,295 ft-lbs. @ 3000 rpm,29 mpg
1738,I4,Turbocharged,AWD,automatic,416 hp @ 6750 rpm,369 ft-lbs. @ 5000 rpm,28 mpg
1739,I4,Turbocharged,FWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,36 mpg
1740,I4,Turbocharged,AWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,35 mpg
1741,I6,Twincharged,AWD,automatic,443 hp @ 5800 rpm,413 ft-lbs. @ 2200 rpm,33 mpg
1742,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,34 mpg
1743,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,32 mpg
1744,I6,Turbocharged,AWD,automatic,375 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,33 mpg
1745,I6,Turbocharged,AWD,automatic,375 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,32 mpg
1746,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,33 mpg
1747,I6,Turbocharged,AWD,automatic,375 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,31 mpg
1748,I6,Turbocharged,AWD,automatic,375 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,31 mpg
1749,,Electric Motor,FWD,automatic,188 hp @ 0 rpm,284 ft-lbs. @ 0 rpm,100 mpg
1750,,Electric Motor,AWD,automatic,225 hp @ 0 rpm,288 ft-lbs. @ 0 rpm,85 mpg
1751,,Electric Motor,AWD,automatic,288 hp @ 0 rpm,384 ft-lbs. @ 0 rpm,85 mpg
1752,,Electric Motor,AWD,automatic,617 hp @ 0 rpm,701 ft-lbs. @ 0 rpm,74 mpg
1753,,Electric Motor,AWD,automatic,288 hp @ 0 rpm,417 ft-lbs. @ 0 rpm,96 mpg
1754,,Electric Motor,RWD,automatic,288 hp @ 0 rpm,564 ft-lbs. @ 0 rpm,94 mpg
1755,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,633 ft-lbs. @ 0 rpm,94 mpg
1756,,Electric Motor,AWD,automatic,617 hp @ 0 rpm,701 ft-lbs. @ 0 rpm,71 mpg
1757,,Electric Motor,AWD,automatic,288 hp @ 0 rpm,564 ft-lbs. @ 0 rpm,82 mpg
1758,,Electric Motor,RWD,automatic,288 hp @ 0 rpm,417 ft-lbs. @ 0 rpm,88 mpg
1759,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,633 ft-lbs. @ 0 rpm,83 mpg
1760,,Electric Motor,AWD,automatic,649 hp @ 0 rpm,700 ft-lbs. @ 0 rpm,85 mpg
1761,,Electric Motor,AWD,automatic,355 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,98 mpg
1762,,Electric Motor,RWD,automatic,355 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,98 mpg
1763,,Electric Motor,AWD,automatic,536 hp @ 0 rpm,633 ft-lbs. @ 0 rpm,98 mpg
1764,,Electric Motor,AWD,automatic,355 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,82 mpg
1765,,Electric Motor,RWD,automatic,355 hp @ 0 rpm,419 ft-lbs. @ 0 rpm,83 mpg
1766,,Electric Motor,AWD,automatic,536 hp @ 0 rpm,633 ft-lbs. @ 0 rpm,81 mpg
1767,V8,Twin-Turbo,4WD,automatic,577 hp @ 6000 rpm,627 ft-lbs. @ 2500 rpm,16 mpg
1768,V8,Twin-Turbo,4WD,automatic,577 hp @ 6000 rpm,627 ft-lbs. @ 2500 rpm,12 mpg
1769,V8,Twin-Turbo,4WD,automatic,416 hp @ 5250 rpm,450 ft-lbs. @ 2000 rpm,16 mpg
1770,I4,Turbocharged,AWD,automatic,302 hp @ 5800 rpm,295 ft-lbs. @ 3000 rpm,28 mpg
1771,I4,Turbocharged,FWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,34 mpg
1772,I4,Turbocharged,AWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,33 mpg
1773,I4,Turbocharged,AWD,automatic,302 hp @ 5800 rpm,295 ft-lbs. @ 3000 rpm,26 mpg
1774,I4,Turbocharged,FWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,33 mpg
1775,I4,Turbocharged,AWD,automatic,221 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,32 mpg
1776,I4,Turbocharged,AWD,automatic,416 hp @ 6750 rpm,369 ft-lbs. @ 5000 rpm,25 mpg
1777,I4,Turbocharged,RWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,32 mpg
1778,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,31 mpg
1779,I4,Turbocharged,AWD,automatic,416 hp @ 6750 rpm,369 ft-lbs. @ 5000 rpm,24 mpg
1780,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,30 mpg
1781,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,23 mpg
1782,V8,Twin-Turbo,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,19 mpg
1783,I4,Turbocharged,AWD,automatic,255 hp @ 5800 rpm,295 ft-lbs. @ 2000 rpm,27 mpg
1784,I6,Turbocharged,AWD,automatic,375 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,26 mpg
1785,I4,Turbocharged,AWD,automatic,381 hp @ 0 rpm,479 ft-lbs. @ 0 rpm,
1786,V8,Twin-Turbo,AWD,automatic,510 hp @ 5500 rpm,538 ft-lbs. @ 2000 rpm,20 mpg
1787,I6,Twincharged,AWD,automatic,429 hp @ 6100 rpm,384 ft-lbs. @ 1800 rpm,22 mpg
1788,V8,Twin-Turbo,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,19 mpg
1789,V8,Twincharged,AWD,automatic,603 hp @ 5750 rpm,627 ft-lbs. @ 2500 rpm,19 mpg
1790,I6,Turbocharged,AWD,automatic,375 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,24 mpg
1791,V8,Twin-Turbo,AWD,automatic,510 hp @ 5500 rpm,538 ft-lbs. @ 2000 rpm,20 mpg
1792,V8,Twin-Turbo,AWD,automatic,496 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,26 mpg
1793,V12,Twin-Turbo,AWD,automatic,621 hp @ 5250 rpm,664 ft-lbs. @ 2000 rpm,20 mpg
1794,,Electric Motor,AWD,automatic,649 hp @ 0 rpm,700 ft-lbs. @ 0 rpm,77 mpg
1795,V8,Twin-Turbo,AWD,automatic,550 hp @ 6500 rpm,538 ft-lbs. @ 5000 rpm,19 mpg
1796,V8,Twin-Turbo,AWD,automatic,791 hp @ 0 rpm,1055 ft-lbs. @ 0 rpm,
1797,I6,Twincharged,AWD,automatic,442 hp @ 0 rpm,413 ft-lbs. @ 0 rpm,31 mpg
1798,V8,Twin-Turbo,AWD,automatic,496 hp @ 5500 rpm,516 ft-lbs. @ 2000 rpm,26 mpg
1799,I6,Turbocharged,AWD,automatic,510 hp @ 0 rpm,553 ft-lbs. @ 0 rpm,
2400,I4,Turbocharged,RWD,automatic,375 hp @ 6750 rpm,354 ft-lbs. @ 3250 rpm,27 mpg
2401,V8,Twin-Turbo,AWD,automatic,469 hp @ 5500 rpm,516 ft-lbs. @ 2250 rpm,21 mpg
2402,V8,Twin-Turbo,AWD,automatic,577 hp @ 5500 rpm,590 ft-lbs. @ 2500 rpm,21 mpg
2403,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2404,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2405,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2406,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2407,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2408,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2409,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2410,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2411,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2412,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2413,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2414,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2415,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2416,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2417,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2418,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2419,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2420,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2421,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2422,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2423,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2424,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2425,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2426,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2427,I4,Turbocharged,RWD,automatic,170 hp @ 3800 rpm,295 ft-lbs. @ 1400 rpm,
2428,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2429,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2430,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2431,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2432,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2433,I4,Turbocharged,AWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2434,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2435,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2436,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2437,I4,Turbocharged,RWD,automatic,211 hp @ 3800 rpm,332 ft-lbs. @ 1400 rpm,
2438,,Electric Motor,RWD,automatic,134 hp @ 0 rpm,295 ft-lbs. @ 0 rpm,
2439,,Electric Motor,RWD,automatic,201 hp @ 0 rpm,295 ft-lbs. @ 0 rpm,
2440,,Electric Motor,FWD,automatic,238 hp @ 0 rpm,221 ft-lbs. @ 0 rpm,91 mpg
2441,,Electric Motor,FWD,automatic,214 hp @ 0 rpm,221 ft-lbs. @ 0 rpm,94 mpg
2442,,Electric Motor,AWD,automatic,335 hp @ 0 rpm,413 ft-lbs. @ 0 rpm,89 mpg
2443,,Electric Motor,AWD,automatic,389 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,86 mpg
2444,,Electric Motor,FWD,automatic,238 hp @ 0 rpm,221 ft-lbs. @ 0 rpm,91 mpg
2445,,Electric Motor,AWD,automatic,389 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,86 mpg
2446,,Electric Motor,AWD,automatic,389 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,87 mpg
2447,,Electric Motor,AWD,automatic,389 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,84 mpg
2448,,Electric Motor,FWD,automatic,214 hp @ 0 rpm,221 ft-lbs. @ 0 rpm,95 mpg
2449,I4,Naturally Aspirated,FWD,automatic,188 hp @ 6000 rpm,180 ft-lbs. @ 3600 rpm,39 mpg
2450,I4,Naturally Aspirated,FWD,automatic,188 hp @ 6000 rpm,180 ft-lbs. @ 3600 rpm,37 mpg
2451,I4,Naturally Aspirated,AWD,automatic,182 hp @ 6000 rpm,178 ft-lbs. @ 3600 rpm,36 mpg
2452,I4,Naturally Aspirated,FWD,automatic,188 hp @ 6000 rpm,180 ft-lbs. @ 3600 rpm,37 mpg
2453,I4,Naturally Aspirated,AWD,automatic,182 hp @ 6000 rpm,178 ft-lbs. @ 3600 rpm,35 mpg
2454,I4,Naturally Aspirated,AWD,automatic,182 hp @ 6000 rpm,178 ft-lbs. @ 3600 rpm,36 mpg
2455,I4,Naturally Aspirated,FWD,automatic,188 hp @ 6000 rpm,180 ft-lbs. @ 3600 rpm,37 mpg
2456,I4,Turbocharged,FWD,automatic,248 hp @ 5600 rpm,273 ft-lbs. @ 4000 rpm,34 mpg
2457,V8,Naturally Aspirated,RWD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,19 mpg
2458,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,18 mpg
2459,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,18 mpg
2460,V8,Naturally Aspirated,RWD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,19 mpg
2461,V8,Naturally Aspirated,RWD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,19 mpg
2462,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,18 mpg
2463,V6,Naturally Aspirated,4WD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,22 mpg
2464,V6,Naturally Aspirated,RWD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,24 mpg
2465,V6,Naturally Aspirated,RWD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,24 mpg
2466,V6,Naturally Aspirated,4WD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,23 mpg
2467,V6,Naturally Aspirated,RWD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,24 mpg
2468,V6,Naturally Aspirated,4WD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,23 mpg
2469,V6,Naturally Aspirated,4WD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,23 mpg
2470,V6,Naturally Aspirated,RWD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,24 mpg
2471,V6,Naturally Aspirated,4WD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,23 mpg
2472,V6,Naturally Aspirated,RWD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,24 mpg
2473,V6,Naturally Aspirated,RWD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,24 mpg
2474,V6,Naturally Aspirated,4WD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,23 mpg
2475,V6,Naturally Aspirated,RWD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,24 mpg
2476,V6,Naturally Aspirated,4WD,automatic,310 hp @ 6400 rpm,281 ft-lbs. @ 4400 rpm,23 mpg
2477,V6,Twin-Turbo,AWD,automatic,600 hp @ 6800 rpm,481 ft-lbs. @ 3600 rpm,
2478,V6,Twin-Turbo,AWD,automatic,565 hp @ 6800 rpm,467 ft-lbs. @ 3300 rpm,
2479,V6,Twin-Turbo,AWD,automatic,565 hp @ 6800 rpm,467 ft-lbs. @ 3300 rpm,
2480,I4,Naturally Aspirated,FWD,automatic,122 hp @ 6300 rpm,114 ft-lbs. @ 4000 rpm,36 mpg
2481,I4,Naturally Aspirated,FWD,automatic,122 hp @ 6300 rpm,114 ft-lbs. @ 4000 rpm,36 mpg
2482,I4,Naturally Aspirated,FWD,automatic,122 hp @ 6300 rpm,114 ft-lbs. @ 4000 rpm,36 mpg
2483,,Electric Motor,FWD,automatic,147 hp @ 3283 rpm,236 ft-lbs. @ 0 rpm,99 mpg
2484,,Electric Motor,FWD,automatic,214 hp @ 4000 rpm,250 ft-lbs. @ 800 rpm,98 mpg
2485,V6,Naturally Aspirated,FWD,automatic,260 hp @ 6000 rpm,240 ft-lbs. @ 4400 rpm,28 mpg
2486,V6,Naturally Aspirated,AWD,automatic,260 hp @ 6000 rpm,240 ft-lbs. @ 4400 rpm,28 mpg
2487,V6,Naturally Aspirated,AWD,automatic,260 hp @ 6000 rpm,240 ft-lbs. @ 4400 rpm,28 mpg
2488,V6,Naturally Aspirated,FWD,automatic,260 hp @ 6000 rpm,240 ft-lbs. @ 4400 rpm,28 mpg
2489,V6,Naturally Aspirated,FWD,automatic,260 hp @ 6000 rpm,240 ft-lbs. @ 4400 rpm,28 mpg
2490,V6,Naturally Aspirated,AWD,automatic,260 hp @ 6000 rpm,240 ft-lbs. @ 4400 rpm,28 mpg
2491,V6,Naturally Aspirated,4WD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,25 mpg
2492,V6,Naturally Aspirated,FWD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,27 mpg
2493,V6,Naturally Aspirated,4WD,automatic,295 hp @ 6400 rpm,270 ft-lbs. @ 4800 rpm,23 mpg
2494,V6,Naturally Aspirated,FWD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,27 mpg
2495,V6,Naturally Aspirated,4WD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,27 mpg
2496,V6,Naturally Aspirated,4WD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,27 mpg
2497,V6,Naturally Aspirated,FWD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,27 mpg
2498,V6,Naturally Aspirated,FWD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,27 mpg
2499,V6,Naturally Aspirated,4WD,automatic,284 hp @ 6400 rpm,259 ft-lbs. @ 4800 rpm,27 mpg
2500,I3,Turbocharged,FWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,36 mpg
2501,I3,Turbocharged,AWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,34 mpg
2502,I3,Turbocharged,FWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,37 mpg
2503,I3,Turbocharged,AWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,35 mpg
2504,I3,Turbocharged,FWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,36 mpg
2505,I3,Turbocharged,AWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,34 mpg
2506,I3,Turbocharged,AWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,35 mpg
2507,I3,Turbocharged,FWD,automatic,201 hp @ 5600 rpm,225 ft-lbs. @ 2800 rpm,37 mpg
2508,I4,Naturally Aspirated,FWD,automatic,149 hp @ 6400 rpm,146 ft-lbs. @ 4400 rpm,40 mpg
2509,I4,Naturally Aspirated,FWD,automatic,149 hp @ 6400 rpm,146 ft-lbs. @ 4400 rpm,38 mpg
2510,I4,Naturally Aspirated,FWD,automatic,149 hp @ 6400 rpm,146 ft-lbs. @ 4400 rpm,39 mpg
2511,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,20 mpg
2512,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,21 mpg
2513,V8,Naturally Aspirated,RWD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,21 mpg
2514,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,21 mpg
2515,V8,Naturally Aspirated,RWD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,21 mpg
2516,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,21 mpg
2517,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,
2518,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,
2519,V8,Naturally Aspirated,4WD,automatic,400 hp @ 5800 rpm,413 ft-lbs. @ 4000 rpm,
2520,I4,Naturally Aspirated,FWD,manual,122 hp @ 6300 rpm,114 ft-lbs. @ 4000 rpm,35 mpg
2521,I4,Naturally Aspirated,FWD,automatic,122 hp @ 6300 rpm,114 ft-lbs. @ 4000 rpm,40 mpg
2522,I4,Naturally Aspirated,FWD,automatic,122 hp @ 6300 rpm,114 ft-lbs. @ 4000 rpm,40 mpg
2523,I4,Naturally Aspirated,FWD,automatic,122 hp @ 6300 rpm,114 ft-lbs. @ 4000 rpm,40 mpg
2524,V6,Twin-Turbo,RWD,automatic,420 hp @ 6400 rpm,384 ft-lbs. @ 2000 rpm,24 mpg
2525,V6,Twin-Turbo,RWD,automatic,400 hp @ 6400 rpm,350 ft-lbs. @ 1600 rpm,28 mpg
2526,V6,Twin-Turbo,RWD,manual,400 hp @ 6400 rpm,350 ft-lbs. @ 1600 rpm,24 mpg
2527,V6,Twin-Turbo,RWD,automatic,400 hp @ 6400 rpm,350 ft-lbs. @ 1600 rpm,28 mpg
2528,V6,Twin-Turbo,RWD,manual,400 hp @ 6400 rpm,350 ft-lbs. @ 1600 rpm,24 mpg
2529,V8,Twin-Turbo,RWD,automatic,528 hp @ 6000 rpm,497 ft-lbs. @ 1500 rpm,24 mpg
2530,V8,Twin-Turbo,RWD,automatic,528 hp @ 6000 rpm,497 ft-lbs. @ 1500 rpm,24 mpg
2531,V8,Twin-Turbo,AWD,automatic,697 hp @ 6000 rpm,663 ft-lbs. @ 2750 rpm,20 mpg
2532,V8,Twin-Turbo,RWD,automatic,503 hp @ 6000 rpm,505 ft-lbs. @ 2000 rpm,24 mpg
2533,V8,Twin-Turbo,RWD,automatic,528 hp @ 6000 rpm,505 ft-lbs. @ 2000 rpm,
2534,V8,Twin-Turbo,RWD,automatic,503 hp @ 6000 rpm,505 ft-lbs. @ 2000 rpm,24 mpg
