index,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque,Highway Fuel Economy
3369,W12,Twin-Turbo,AWD,automatic,650 hp @ 5000 rpm,664 ft-lbs. @ 1500 rpm,18 mpg
3370,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
3371,W12,Twin-Turbo,AWD,automatic,650 hp @ 5000 rpm,664 ft-lbs. @ 1500 rpm,18 mpg
3372,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
3373,V6,Twin-Turbo,AWD,automatic,536 hp @ 0 rpm,553 ft-lbs. @ 0 rpm,22 mpg
3374,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
3375,V6,Twin-Turbo,AWD,automatic,536 hp @ 0 rpm,553 ft-lbs. @ 0 rpm,22 mpg
3376,V6,Twin-Turbo,AWD,automatic,536 hp @ 0 rpm,553 ft-lbs. @ 0 rpm,22 mpg
3377,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
3378,W12,Twin-Turbo,AWD,automatic,626 hp @ 6000 rpm,664 ft-lbs. @ 1350 rpm,19 mpg
3379,V6,Twin-Turbo,AWD,automatic,536 hp @ 0 rpm,553 ft-lbs. @ 0 rpm,22 mpg
3380,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
3381,W12,Twin-Turbo,AWD,automatic,626 hp @ 6000 rpm,664 ft-lbs. @ 1350 rpm,19 mpg
3382,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
3383,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,17 mpg
3384,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,17 mpg
3385,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
3386,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
3387,I4,Turbocharged,4WD,automatic,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
3388,I4,Turbocharged,4WD,automatic,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,18 mpg
3389,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
3390,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
3391,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
3392,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
3393,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,18 mpg
3394,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,18 mpg
3395,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,18 mpg
3396,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,18 mpg
3397,I4,Turbocharged,4WD,automatic,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,17 mpg
3398,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,18 mpg
3399,I4,Turbocharged,4WD,manual,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,18 mpg
4000,V6,Twin-Turbo,4WD,automatic,330 hp @ 5250 rpm,415 ft-lbs. @ 3100 rpm,17 mpg
4001,V6,Twin-Turbo,4WD,automatic,330 hp @ 5250 rpm,415 ft-lbs. @ 3100 rpm,17 mpg
4002,I4,Turbocharged,4WD,automatic,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
4003,I4,Turbocharged,4WD,automatic,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
4004,I4,Turbocharged,4WD,automatic,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
4005,I4,Turbocharged,4WD,automatic,300 hp @ 5700 rpm,325 ft-lbs. @ 3400 rpm,21 mpg
4006,V6,Twin-Turbo,4WD,automatic,418 hp @ 0 rpm,440 ft-lbs. @ 0 rpm,16 mpg
4007,V6,Twin-Turbo,4WD,automatic,330 hp @ 5250 rpm,415 ft-lbs. @ 3100 rpm,17 mpg
4008,V6,Twin-Turbo,4WD,automatic,330 hp @ 5250 rpm,415 ft-lbs. @ 3100 rpm,17 mpg
4009,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,277 ft-lbs. @ 3000 rpm,26 mpg
4010,I3,Turbocharged,AWD,automatic,181 hp @ 6000 rpm,190 ft-lbs. @ 3000 rpm,28 mpg
4011,I3,Turbocharged,AWD,automatic,181 hp @ 6000 rpm,190 ft-lbs. @ 3000 rpm,28 mpg
4012,I3,Turbocharged,AWD,automatic,181 hp @ 6000 rpm,190 ft-lbs. @ 3000 rpm,28 mpg
4013,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,277 ft-lbs. @ 3000 rpm,26 mpg
4014,I3,Turbocharged,AWD,automatic,181 hp @ 6000 rpm,190 ft-lbs. @ 3000 rpm,28 mpg
4015,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,
4016,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,
4017,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,
4018,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,
4019,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,
4020,,Electric Motor,RWD,automatic,266 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,
4021,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,280 ft-lbs. @ 3000 rpm,28 mpg
4022,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,280 ft-lbs. @ 3000 rpm,28 mpg
4023,V6,Twin-Turbo,AWD,automatic,335 hp @ 5550 rpm,380 ft-lbs. @ 3250 rpm,25 mpg
4024,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,280 ft-lbs. @ 3000 rpm,28 mpg
4025,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,280 ft-lbs. @ 3000 rpm,28 mpg
4026,I3,Turbocharged,AWD,automatic,180 hp @ 6000 rpm,199 ft-lbs. @ 3000 rpm,32 mpg
4027,I3,Turbocharged,FWD,automatic,180 hp @ 6000 rpm,199 ft-lbs. @ 3000 rpm,34 mpg
4028,I4,Naturally Aspirated,AWD,automatic,192 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,36 mpg
4029,I4,Naturally Aspirated,FWD,automatic,192 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,36 mpg
4030,I3,Turbocharged,FWD,automatic,180 hp @ 6000 rpm,199 ft-lbs. @ 3000 rpm,34 mpg
4031,I3,Turbocharged,AWD,automatic,180 hp @ 6000 rpm,199 ft-lbs. @ 3000 rpm,32 mpg
4032,I4,Naturally Aspirated,FWD,automatic,192 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,36 mpg
4033,I4,Naturally Aspirated,AWD,automatic,192 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,36 mpg
4034,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,280 ft-lbs. @ 3000 rpm,31 mpg
4035,I4,Naturally Aspirated,FWD,automatic,210 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,37 mpg
4036,I4,Naturally Aspirated,FWD,automatic,192 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,36 mpg
4037,I3,Turbocharged,FWD,automatic,180 hp @ 6000 rpm,199 ft-lbs. @ 3000 rpm,34 mpg
4038,I3,Turbocharged,AWD,automatic,180 hp @ 6000 rpm,199 ft-lbs. @ 3000 rpm,32 mpg
4039,I4,Naturally Aspirated,AWD,automatic,192 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,36 mpg
4040,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,280 ft-lbs. @ 3000 rpm,31 mpg
4041,I4,Turbocharged,AWD,automatic,250 hp @ 5500 rpm,280 ft-lbs. @ 3000 rpm,31 mpg
4042,I4,Naturally Aspirated,AWD,automatic,192 hp @ 6250 rpm,155 ft-lbs. @ 4500 rpm,36 mpg
4043,V6,Twin-Turbo,RWD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,23 mpg
4044,V6,Twin-Turbo,4WD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,21 mpg
4045,V6,Twin-Turbo,RWD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,23 mpg
4046,V6,Twin-Turbo,4WD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,21 mpg
4047,V6,Twin-Turbo,RWD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,23 mpg
4048,V6,Twin-Turbo,4WD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,21 mpg
4049,V6,Twin-Turbo,4WD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,21 mpg
4050,V6,Twin-Turbo,RWD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,23 mpg
4051,V6,Twin-Turbo,RWD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,23 mpg
4052,V6,Twin-Turbo,4WD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,22 mpg
4053,V6,Twin-Turbo,RWD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,23 mpg
4054,V6,Twin-Turbo,4WD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,21 mpg
4055,V6,Twin-Turbo,RWD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,23 mpg
4056,V6,Twin-Turbo,4WD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,21 mpg
4057,V6,Twin-Turbo,RWD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,23 mpg
4058,V6,Twin-Turbo,4WD,automatic,400 hp @ 5000 rpm,480 ft-lbs. @ 5000 rpm,22 mpg
4059,V6,Twin-Turbo,4WD,automatic,440 hp @ 5000 rpm,510 ft-lbs. @ 2250 rpm,19 mpg
4060,V6,Twin-Turbo,RWD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,23 mpg
4061,V6,Twin-Turbo,4WD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,21 mpg
4062,V6,Twin-Turbo,RWD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,23 mpg
4063,V6,Twin-Turbo,4WD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,21 mpg
4064,V6,Twin-Turbo,RWD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,23 mpg
4065,V6,Twin-Turbo,4WD,automatic,380 hp @ 5000 rpm,470 ft-lbs. @ 2250 rpm,21 mpg
4066,I4,Turbocharged,RWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,28 mpg
4067,I4,Turbocharged,AWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,27 mpg
4068,V6,Twin-Turbo,AWD,automatic,400 hp @ 5500 rpm,415 ft-lbs. @ 3500 rpm,24 mpg
4069,V6,Twin-Turbo,RWD,automatic,400 hp @ 5500 rpm,415 ft-lbs. @ 3500 rpm,26 mpg
4070,I4,Turbocharged,AWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,27 mpg
4071,I4,Turbocharged,RWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,28 mpg
4072,V6,Naturally Aspirated,RWD,automatic,318 hp @ 6500 rpm,322 ft-lbs. @ 2500 rpm,28 mpg
4073,V6,Naturally Aspirated,AWD,automatic,318 hp @ 6500 rpm,322 ft-lbs. @ 2500 rpm,26 mpg
4074,V6,Twin-Turbo,AWD,automatic,400 hp @ 5500 rpm,415 ft-lbs. @ 3500 rpm,24 mpg
4075,V6,Twin-Turbo,RWD,automatic,400 hp @ 5500 rpm,415 ft-lbs. @ 3500 rpm,26 mpg
4076,V6,Naturally Aspirated,RWD,automatic,318 hp @ 6500 rpm,322 ft-lbs. @ 2500 rpm,26 mpg
4077,V6,Naturally Aspirated,AWD,automatic,318 hp @ 6500 rpm,322 ft-lbs. @ 2500 rpm,24 mpg
4078,V6,Twin-Turbo,AWD,automatic,400 hp @ 5500 rpm,415 ft-lbs. @ 3500 rpm,24 mpg
4079,V6,Twin-Turbo,RWD,automatic,400 hp @ 5500 rpm,415 ft-lbs. @ 3500 rpm,26 mpg
4080,I4,Turbocharged,RWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,28 mpg
4081,I4,Turbocharged,AWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,27 mpg
4082,I4,Turbocharged,AWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,22 mpg
4083,I4,Turbocharged,RWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,28 mpg
4084,I4,Turbocharged,AWD,automatic,300 hp @ 5500 rpm,310 ft-lbs. @ 3500 rpm,27 mpg
4085,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4086,V8,Naturally Aspirated,RWD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,25 mpg
4087,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4088,V8,Naturally Aspirated,RWD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,25 mpg
4089,V6,Twin-Turbo,4WD,automatic,325 hp @ 5000 rpm,400 ft-lbs. @ 3000 rpm,24 mpg
4090,V6,Twin-Turbo,RWD,automatic,325 hp @ 5000 rpm,400 ft-lbs. @ 3000 rpm,26 mpg
4091,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4092,V6,Twin-Turbo,RWD,automatic,325 hp @ 5000 rpm,400 ft-lbs. @ 3000 rpm,26 mpg
4093,V6,Twin-Turbo,4WD,automatic,430 hp @ 6000 rpm,570 ft-lbs. @ 3000 rpm,23 mpg
4094,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4095,V8,Naturally Aspirated,RWD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,25 mpg
4096,V8,Naturally Aspirated,RWD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,25 mpg
4097,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4098,V6,Twin-Turbo,4WD,automatic,450 hp @ 5850 rpm,510 ft-lbs. @ 3000 rpm,18 mpg
4099,V8,Supercharged,4WD,automatic,700 hp @ 6650 rpm,640 ft-lbs. @ 4250 rpm,15 mpg
4100,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,20 mpg
4101,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4102,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4103,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4104,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4105,V6,Twin-Turbo,RWD,automatic,325 hp @ 5000 rpm,400 ft-lbs. @ 3000 rpm,26 mpg
4106,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4107,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4108,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4109,V6,Twin-Turbo,RWD,automatic,325 hp @ 5000 rpm,400 ft-lbs. @ 3000 rpm,26 mpg
4110,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4111,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4112,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4113,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4114,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4115,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4116,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4117,V6,Twin-Turbo,RWD,automatic,325 hp @ 5000 rpm,400 ft-lbs. @ 3000 rpm,26 mpg
4118,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4119,V8,Naturally Aspirated,4WD,automatic,400 hp @ 6000 rpm,410 ft-lbs. @ 4250 rpm,22 mpg
4120,V6,Naturally Aspirated,4WD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,22 mpg
4121,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4122,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4123,V6,Twin-Turbo,RWD,automatic,325 hp @ 5000 rpm,400 ft-lbs. @ 3000 rpm,26 mpg
4124,V6,Naturally Aspirated,RWD,automatic,290 hp @ 6500 rpm,265 ft-lbs. @ 4000 rpm,24 mpg
4125,,Electric Motor,4WD,automatic,426 hp @ 0 rpm,775 ft-lbs. @ 0 rpm,61 mpg
4126,,Electric Motor,4WD,automatic,563 hp @ 0 rpm,775 ft-lbs. @ 0 rpm,60 mpg
4127,,Electric Motor,4WD,automatic,426 hp @ 0 rpm,775 ft-lbs. @ 0 rpm,61 mpg
4128,,Electric Motor,4WD,automatic,426 hp @ 0 rpm,775 ft-lbs. @ 0 rpm,61 mpg
4129,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4130,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4131,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4132,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4133,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4134,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4135,V8,Turbocharged,4WD,automatic,500 hp @ 2600 rpm,1200 ft-lbs. @ 1600 rpm,
4136,V8,Turbocharged,4WD,automatic,500 hp @ 2600 rpm,1200 ft-lbs. @ 1600 rpm,
4137,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4138,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4139,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4140,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4141,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4142,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4143,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4144,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4145,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4146,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4147,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4148,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4149,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4150,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4151,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4152,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4153,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4154,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4155,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4156,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4157,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4158,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4159,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4160,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4161,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4163,V8,Turbocharged,4WD,automatic,500 hp @ 2600 rpm,1200 ft-lbs. @ 1600 rpm,
4164,V8,Turbocharged,4WD,automatic,500 hp @ 2600 rpm,1200 ft-lbs. @ 1600 rpm,
4165,V8,Turbocharged,4WD,automatic,500 hp @ 2600 rpm,1200 ft-lbs. @ 1600 rpm,
4166,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4167,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4168,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4169,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4170,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4171,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4172,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4173,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4178,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4179,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4180,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4181,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4182,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4183,V8,Naturally Aspirated,4WD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4184,V8,Naturally Aspirated,RWD,automatic,405 hp @ 5000 rpm,445 ft-lbs. @ 4000 rpm,
4185,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4186,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4187,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4188,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4189,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4190,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4191,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4192,V8,Naturally Aspirated,4WD,automatic,430 hp @ 5500 rpm,485 ft-lbs. @ 4000 rpm,
4193,V8,Turbocharged,4WD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4194,V8,Turbocharged,4WD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4195,V8,Turbocharged,4WD,automatic,500 hp @ 2600 rpm,1200 ft-lbs. @ 1600 rpm,
4196,V8,Turbocharged,4WD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4197,V8,Turbocharged,4WD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4198,V8,Turbocharged,RWD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4199,V8,Turbocharged,RWD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4800,V8,Turbocharged,4WD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4801,V8,Turbocharged,4WD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4802,V8,Turbocharged,4WD,automatic,475 hp @ 2600 rpm,1050 ft-lbs. @ 1600 rpm,
4803,I4,Naturally Aspirated,FWD,automatic,191 hp @ 5600 rpm,,33 mpg
4804,I4,Naturally Aspirated,FWD,automatic,191 hp @ 5600 rpm,,33 mpg
4805,I4,Naturally Aspirated,FWD,automatic,191 hp @ 5600 rpm,,33 mpg
4806,I4,Turbocharged,RWD,manual,310 hp @ 5500 rpm,350 ft-lbs. @ 3000 rpm,29 mpg
