index,Make,Model,Year,Trim,MSRP,Invoice Price,Body Size,Body Style
5639,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Crew","$49,200",,Midsize,Passenger Van
5640,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Crew","$46,700",,Midsize,Passenger Van
5641,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Crew","$58,250",,Midsize,Passenger Van
5642,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Passenger","$61,660",,Compact,Passenger Van
5643,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Passenger w/High Output Engine","$55,260",,Compact,Passenger Van
5644,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Passenger","$50,110",,Compact,Passenger Van
5645,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Passenger","$52,610",,Compact,Passenger Van
5646,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Cargo w/High Roof","$53,290",,Large,Cargo Van
5647,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Cargo w/High Roof","$64,590",,Large,Cargo Van
5648,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Cargo w/High Roof, High Output Engine","$58,190",,Large,Cargo Van
5649,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Cargo w/High Roof","$55,540",,Large,Cargo Van
5650,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Cargo w/High Roof","$62,340",,Large,Cargo Van
5651,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Cargo w/High Roof, High Output Engine","$55,940",,Large,Cargo Van
5652,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Cargo w/High Roof","$50,790",,Large,Cargo Van
5653,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Crew w/High Roof","$56,100",,Large,Passenger Van
5654,Mercedes-Benz,Sprinter,2023,"2500 170"" WB Crew w/High Roof","$53,600",,Large,Passenger Van
5678,Mercedes-Benz,Sprinter,2023,"3500XD 170"" WB Cargo w/High Roof, High Output Engine","$63,690",,Large,Cargo Van
5679,Mercedes-Benz,Sprinter,2023,"3500XD 170"" WB Cargo w/High Roof","$58,790",,Large,Cargo Van
5680,Mercedes-Benz,Sprinter,2023,"3500XD 170"" WB Cargo w/High Roof, High Output Engine","$61,440",,Large,Cargo Van
5681,Mercedes-Benz,Sprinter,2023,"3500XD 170"" WB Crew w/High Roof, High Output Engine","$64,250",,Large,Passenger Van
5682,Mercedes-Benz,Sprinter,2023,"3500XD 170"" WB Crew w/High Roof","$61,600",,Large,Passenger Van
5683,Mercedes-Benz,Sprinter,2023,"3500XD 170"" WB Crew w/High Roof","$70,650",,Large,Passenger Van
5684,Mercedes-Benz,Sprinter,2023,"4500 144"" WB Cargo w/High Output Engine","$57,620",,Midsize,Cargo Van
5685,Mercedes-Benz,Sprinter,2023,"4500 144"" WB Cargo","$54,970",,Midsize,Cargo Van
5686,Mercedes-Benz,Sprinter,2023,"4500 144"" WB Crew w/High Output Engine","$59,820",,Midsize,Passenger Van
5687,Mercedes-Benz,Sprinter,2023,"4500 144"" WB Crew","$57,170",,Midsize,Passenger Van
5688,Mercedes-Benz,Sprinter,2023,"4500 170"" WB Cargo w/High Roof","$63,440",,Large,Cargo Van
5689,Mercedes-Benz,Sprinter,2023,"4500 170"" WB Cargo w/High Roof","$61,190",,Large,Cargo Van
5690,Mercedes-Benz,Sprinter,2023,"4500 170"" WB Cargo w/High Roof, High Output Engine","$63,840",,Large,Cargo Van
5691,Mercedes-Benz,Sprinter,2023,"4500 170"" WB Cargo w/High Roof, High Output Engine","$66,090",,Large,Cargo Van
5692,Mercedes-Benz,Sprinter,2023,"4500 170"" WB Crew w/High Roof, High Output Engine","$66,650",,Large,Passenger Van
5693,Mercedes-Benz,Sprinter,2023,"4500 170"" WB Crew w/High Roof","$64,000",,Large,Passenger Van
5694,Nissan,ARIYA,2023,Empower+,"$53,690",,Midsize,SUV
5695,Nissan,ARIYA,2023,Engage,"$43,190",,Midsize,SUV
5696,Nissan,ARIYA,2023,Engage e-4ORCE,"$47,190",,Midsize,SUV
5697,Nissan,ARIYA,2023,Engage+ e-4ORCE,"$51,190",,Midsize,SUV
5698,Nissan,ARIYA,2023,Evolve+,"$50,190",,Midsize,SUV
5699,Nissan,ARIYA,2023,Evolve+ e-4ORCE,"$54,190",,Midsize,SUV
5700,Nissan,ARIYA,2023,Platinum+ e-4ORCE,"$60,190",,Midsize,SUV
5701,Nissan,ARIYA,2023,"Platinum+ e-4ORCE w/20"" Wheels","$60,190",,Midsize,SUV
5702,Nissan,ARIYA,2023,Premiere,"$54,690",,Midsize,SUV
5703,Nissan,ARIYA,2023,Venture+,"$47,190",,Midsize,SUV
5704,Nissan,Altima,2023,2.5 S,"$25,630",,Midsize,Sedan
5705,Nissan,Altima,2023,2.5 SL,"$33,830",,Midsize,Sedan
5706,Nissan,Altima,2023,2.5 SL,"$32,330",,Midsize,Sedan
5707,Nissan,Altima,2023,2.5 SR,"$27,830",,Midsize,Sedan
5708,Nissan,Altima,2023,2.5 SR,"$29,330",,Midsize,Sedan
5709,Nissan,Altima,2023,2.5 SV,"$27,930",,Midsize,Sedan
5710,Nissan,Altima,2023,2.5 SV,"$26,430",,Midsize,Sedan
5711,Nissan,Altima,2023,VC-T SR,"$35,330",,Midsize,Sedan
5712,Nissan,Armada,2023,Platinum,"$70,370",,Large,SUV
5713,Nissan,Armada,2023,Platinum,"$67,370",,Large,SUV
5714,Nissan,Armada,2023,S,"$50,700",,Large,SUV
5715,Nissan,Armada,2023,S,"$53,700",,Large,SUV
5716,Nissan,Armada,2023,SL,"$59,120",,Large,SUV
5717,Nissan,Armada,2023,SL,"$62,120",,Large,SUV
5718,Nissan,Armada,2023,SV,"$55,300",,Large,SUV
5719,Nissan,Armada,2023,SV,"$58,300",,Large,SUV
5720,Nissan,Frontier,2023,PRO-4X,"$38,720",,Compact,Pickup Truck
5721,Nissan,Frontier,2023,PRO-4X,"$39,100",,Compact,Pickup Truck
5722,Nissan,Frontier,2023,PRO-X,"$35,720",,Compact,Pickup Truck
5723,Nissan,Frontier,2023,PRO-X,"$36,100",,Compact,Pickup Truck
5724,Nissan,Frontier,2023,S,"$29,190",,Compact,Pickup Truck
5725,Nissan,Frontier,2023,S,"$32,390",,Compact,Pickup Truck
5726,Nissan,Frontier,2023,S,"$30,490",,Compact,Pickup Truck
5727,Nissan,Frontier,2023,S,"$33,490",,Compact,Pickup Truck
5728,Nissan,Frontier,2023,S,"$33,870",,Compact,Pickup Truck
5729,Nissan,Frontier,2023,S,"$29,570",,Compact,Pickup Truck
5730,Nissan,Frontier,2023,S,"$32,770",,Compact,Pickup Truck
5731,Nissan,Frontier,2023,S,"$30,870",,Compact,Pickup Truck
5732,Nissan,Frontier,2023,SV,"$35,090",,Compact,Pickup Truck
5733,Nissan,Frontier,2023,SV,"$31,890",,Compact,Pickup Truck
5734,Nissan,Frontier,2023,SV,"$33,290",,Compact,Pickup Truck
5735,Nissan,Frontier,2023,SV,"$36,290",,Compact,Pickup Truck
5736,Nissan,Frontier,2023,SV,"$39,120",,Compact,Pickup Truck
5737,Nissan,Frontier,2023,SV,"$36,120",,Compact,Pickup Truck
5738,Nissan,Frontier,2023,SV,"$36,500",,Compact,Pickup Truck
5739,Nissan,Frontier,2023,SV,"$36,670",,Compact,Pickup Truck
5740,Nissan,Frontier,2023,SV,"$39,500",,Compact,Pickup Truck
5741,Nissan,Frontier,2023,SV,"$33,670",,Compact,Pickup Truck
5742,Nissan,Frontier,2023,SV,"$32,270",,Compact,Pickup Truck
5743,Nissan,Frontier,2023,SV,"$35,470",,Compact,Pickup Truck
5744,Nissan,GT-R,2023,NISMO,"$215,740",,Midsize,Coupe
5745,Nissan,GT-R,2023,Premium,"$116,040",,Midsize,Coupe
5746,Nissan,Kicks,2023,S,"$20,590",,Compact,Hatchback
5747,Nissan,Kicks,2023,SR,"$23,150",,Compact,Hatchback
5748,Nissan,Kicks,2023,SV,"$22,450",,Compact,Hatchback
5749,Nissan,LEAF,2023,S,"$28,040",,Compact,Hatchback
5750,Nissan,LEAF,2023,SV PLUS,"$36,040",,Compact,Hatchback
5751,Nissan,Maxima,2023,3.5 Platinum,"$44,450",,Midsize,Sedan
5752,Nissan,Maxima,2023,3.5 SR,"$43,500",,Midsize,Sedan
5753,Nissan,Maxima,2023,3.5 SV,"$38,340",,Midsize,Sedan
5754,Nissan,Murano,2023,Platinum,"$45,710",,Midsize,SUV
5755,Nissan,Murano,2023,Platinum,"$47,410",,Midsize,SUV
5756,Nissan,Murano,2023,S,"$34,160",,Midsize,SUV
5765,Nissan,Pathfinder,2023,S,"$35,320",,Large,SUV
5766,Nissan,Pathfinder,2023,S,"$37,220",,Large,SUV
5767,Nissan,Pathfinder,2023,SL,"$43,640",,Large,SUV
5768,Nissan,Pathfinder,2023,SL,"$41,740",,Large,SUV
5769,Nissan,Pathfinder,2023,SV,"$38,140",,Large,SUV
5770,Nissan,Pathfinder,2023,SV,"$40,040",,Large,SUV
5771,Nissan,Rogue,2023,Platinum,"$37,140",,Midsize,SUV
5772,Nissan,Rogue,2023,Platinum,"$38,640",,Midsize,SUV
5773,Nissan,Rogue,2023,Platinum,"$39,090",,Midsize,SUV
5774,Nissan,Rogue,2023,Platinum,"$37,590",,Midsize,SUV
5775,Nissan,Rogue,2023,S,"$27,360",,Midsize,SUV
5778,Nissan,Rogue,2023,S,"$28,010",,Midsize,SUV
5779,Nissan,Rogue,2023,SL,"$33,710",,Midsize,SUV
5780,Nissan,Rogue,2023,SL,"$35,210",,Midsize,SUV
5781,Nissan,Rogue,2023,SL,"$35,660",,Midsize,SUV
5782,Nissan,Rogue,2023,SL,"$34,160",,Midsize,SUV
5783,Nissan,Rogue,2023,SV,"$30,550",,Midsize,SUV
5784,Nissan,Rogue,2023,SV,"$29,050",,Midsize,SUV
5785,Nissan,Rogue,2023,SV,"$31,200",,Midsize,SUV
5786,Nissan,Rogue,2023,SV,"$29,700",,Midsize,SUV
5787,Nissan,Sentra,2023,S,"$20,200",,Midsize,Sedan
5788,Nissan,Sentra,2023,SR,"$23,090",,Midsize,Sedan
5789,Nissan,Sentra,2023,SV,"$21,420",,Midsize,Sedan
5790,Nissan,Titan,2023,PRO-4X,"$53,460",,Large,Pickup Truck
5791,Nissan,Titan,2023,Platinum Reserve,"$62,630",,Large,Pickup Truck
5792,Nissan,Titan,2023,Platinum Reserve,"$59,320",,Large,Pickup Truck
5793,Nissan,Titan,2023,S,"$40,350",,Large,Pickup Truck
5794,Nissan,Titan,2023,S,"$43,640",,Large,Pickup Truck
5795,Nissan,Titan,2023,S,"$45,330",,Large,Pickup Truck
5796,Nissan,Titan,2023,S,"$42,140",,Large,Pickup Truck
5797,Nissan,Titan,2023,SV,"$49,020",,Large,Pickup Truck
5798,Nissan,Titan,2023,SV,"$45,730",,Large,Pickup Truck
5799,Nissan,Titan,2023,SV,"$48,840",,Large,Pickup Truck
6400,Nissan,Titan,2023,SV,"$45,650",,Large,Pickup Truck
6401,Nissan,Titan XD,2023,PRO-4X,"$57,770",,Large,Pickup Truck
6402,Nissan,Titan XD,2023,Platinum Reserve,"$65,720",,Large,Pickup Truck
6403,Nissan,Titan XD,2023,S,"$47,990",,Large,Pickup Truck
6404,Nissan,Titan XD,2023,SV,"$51,810",,Large,Pickup Truck
6405,Nissan,Versa,2023,S,"$15,980",,Compact,Sedan
6406,Nissan,Versa,2023,S,"$17,650",,Compact,Sedan
6407,Nissan,Versa,2023,SR,"$19,970",,Compact,Sedan
6408,Nissan,Versa,2023,SV,"$19,270",,Compact,Sedan
6409,Nissan,Z,2023,Performance,"$50,990",,Compact,Coupe
6410,Nissan,Z,2023,Performance,"$50,990",,Compact,Coupe
6411,Nissan,Z,2023,Proto Spec,"$53,990",,Compact,Coupe
6412,Nissan,Z,2023,Proto Spec,"$53,990",,Compact,Coupe
6413,Nissan,Z,2023,Sport,"$40,990",,Compact,Coupe
6414,Nissan,Z,2023,Sport,"$40,990",,Compact,Coupe
