index,Make,Model,Year,Trim,MSRP,Invoice Price,Body Size,Body Style
4161,Ford,F-350 Super Duty,2023,Lariat,"$66,480","$63,156",Large,Pickup Truck
4162,Ford,F-350 Super Duty,2023,Lariat,"$64,145","$60,938",Large,Pickup Truck
4163,Ford,F-350 Super Duty,2023,Limited,"$97,470","$92,596",Large,Pickup Truck
4164,Ford,F-350 Super Duty,2023,Limited,"$97,270","$92,406",Large,Pickup Truck
4165,Ford,F-350 Super Duty,2023,Limited,"$99,280","$94,316",Large,Pickup Truck
4166,Ford,F-350 Super Duty,2023,Platinum,"$78,115","$74,209",Large,Pickup Truck
4167,Ford,F-350 Super Duty,2023,Platinum,"$77,915","$74,019",Large,Pickup Truck
4168,Ford,F-350 Super Duty,2023,Platinum,"$80,145","$76,138",Large,Pickup Truck
4169,Ford,F-350 Super Duty,2023,XL,"$51,620","$49,039",Large,Pickup Truck
4170,Ford,F-350 Super Duty,2023,XL,"$48,815","$46,374",Large,Pickup Truck
4171,Ford,F-350 Super Duty,2023,XL,"$51,815","$49,224",Large,Pickup Truck
4177,Ford,F-350 Super Duty,2023,XL,"$49,015","$46,564",Large,Pickup Truck
4178,Ford,F-350 Super Duty,2023,XL,"$49,045","$46,593",Large,Pickup Truck
4179,Ford,F-350 Super Duty,2023,XL,"$49,305","$46,840",Large,Pickup Truck
4180,Ford,F-350 Super Duty,2023,XL,"$45,015","$42,764",Large,Pickup Truck
4181,Ford,F-350 Super Duty,2023,XL,"$51,830","$49,239",Large,Pickup Truck
4182,Ford,F-350 Super Duty,2023,XL,"$50,500","$47,975",Large,Pickup Truck
4183,Ford,F-350 Super Duty,2023,XL,"$53,300","$50,635",Large,Pickup Truck
4184,Ford,F-350 Super Duty,2023,XL,"$46,505","$44,180",Large,Pickup Truck
4185,Ford,F-350 Super Duty,2023,XLT,"$55,560","$52,782",Large,Pickup Truck
4186,Ford,F-350 Super Duty,2023,XLT,"$55,760","$52,972",Large,Pickup Truck
4187,Ford,F-350 Super Duty,2023,XLT,"$54,010","$51,309",Large,Pickup Truck
4188,Ford,F-350 Super Duty,2023,XLT,"$53,800","$51,110",Large,Pickup Truck
4189,Ford,F-350 Super Duty,2023,XLT,"$56,610","$53,779",Large,Pickup Truck
4190,Ford,F-350 Super Duty,2023,XLT,"$54,840","$52,098",Large,Pickup Truck
4191,Ford,F-350 Super Duty,2023,XLT,"$51,160","$48,602",Large,Pickup Truck
4192,Ford,F-350 Super Duty,2023,XLT,"$52,115","$49,509",Large,Pickup Truck
4193,Ford,F-450 Super Duty,2023,King Ranch,"$91,090","$86,536",Large,Pickup Truck
4194,Ford,F-450 Super Duty,2023,Lariat,"$78,665","$74,731",Large,Pickup Truck
4195,Ford,F-450 Super Duty,2023,Limited,"$103,030","$97,879",Large,Pickup Truck
4196,Ford,F-450 Super Duty,2023,Platinum,"$92,535","$87,909",Large,Pickup Truck
4197,Ford,F-450 Super Duty,2023,XL,"$66,925","$63,579",Large,Pickup Truck
4198,Ford,F-450 Super Duty,2023,XL,"$58,455","$55,532",Large,Pickup Truck
4199,Ford,F-450 Super Duty,2023,XL,"$63,455","$60,282",Large,Pickup Truck
4800,Ford,F-450 Super Duty,2023,XL,"$61,765","$58,676",Large,Pickup Truck
4801,Ford,F-450 Super Duty,2023,XLT,"$69,035","$65,584",Large,Pickup Truck
4802,Ford,F-450 Super Duty,2023,XLT,"$65,695","$62,410",Large,Pickup Truck
4803,Ford,Maverick,2023,Lariat,"$28,355","$27,788",Compact,Pickup Truck
4804,Ford,Maverick,2023,XL,"$22,595","$22,143",Compact,Pickup Truck
4805,Ford,Maverick,2023,XLT,"$24,855","$24,358",Compact,Pickup Truck
4806,Ford,Mustang,2023,EcoBoost,"$27,770","$26,659",Midsize,Coupe
4807,Ford,Mustang,2023,EcoBoost,"$33,270","$31,939",Midsize,Convertible
4808,Ford,Mustang,2023,EcoBoost Premium,"$38,295","$36,380",Midsize,Convertible
4809,Ford,Mustang,2023,EcoBoost Premium,"$32,795","$31,115",Midsize,Coupe
4810,Ford,Mustang,2023,GT,"$38,345","$36,428",Midsize,Coupe
4811,Ford,Mustang,2023,GT Premium,"$48,865","$46,421",Midsize,Convertible
4812,Ford,Mustang,2023,GT Premium,"$43,365","$41,196",Midsize,Coupe
4813,Ford,Mustang,2023,Mach 1,"$55,570","$52,791",Midsize,Coupe
4814,Ford,Mustang Mach-E,2023,California Route 1,"$56,995","$56,995",Midsize,Hatchback
4816,Ford,Mustang Mach-E,2023,GT,"$59,995","$59,995",Midsize,Hatchback
4818,Ford,Mustang Mach-E,2023,Premium,"$46,995","$46,995",Midsize,Hatchback
4819,Ford,Mustang Mach-E,2023,Premium,"$49,995","$49,995",Midsize,Hatchback
4820,Ford,Mustang Mach-E,2023,Premium,"$46,995","$46,995",Midsize,Hatchback
4821,Ford,Mustang Mach-E,2023,Premium,"$49,995","$49,995",Midsize,Hatchback
4822,Ford,Mustang Mach-E,2023,Select,"$42,995","$42,995",Midsize,Hatchback
4823,Ford,Mustang Mach-E,2023,Select,"$45,995","$45,995",Midsize,Hatchback
4824,Ford,Mustang Mach-E,2023,Select,"$42,995","$42,995",Midsize,Hatchback
4825,Ford,Mustang Mach-E,2023,Select,"$45,995","$45,995",Midsize,Hatchback
4826,Ford,Ranger,2023,Lariat,"$37,460","$35,961",Compact,Pickup Truck
4827,Ford,Ranger,2023,Lariat,"$40,945","$39,307",Compact,Pickup Truck
4828,Ford,Ranger,2023,Lariat,"$35,500","$34,080",Compact,Pickup Truck
4829,Ford,Ranger,2023,Lariat,"$38,985","$37,426",Compact,Pickup Truck
4830,Ford,Ranger,2023,XL,"$27,400","$26,578",Compact,Pickup Truck
4831,Ford,Ranger,2023,XL,"$31,045","$30,114",Compact,Pickup Truck
4832,Ford,Ranger,2023,XL,"$29,585","$28,698",Compact,Pickup Truck
4833,Ford,Ranger,2023,XL,"$33,230","$32,234",Compact,Pickup Truck
4834,Ford,Ranger,2023,XLT,"$33,420","$32,083",Compact,Pickup Truck
4835,Ford,Ranger,2023,XLT,"$36,905","$35,429",Compact,Pickup Truck
4836,Ford,Ranger,2023,XLT,"$31,460","$30,201",Compact,Pickup Truck
4837,Ford,Ranger,2023,XLT,"$34,945","$33,547",Compact,Pickup Truck
4838,Ford,Transit Cargo Van,2023,"150 Low Roof w/148"" WB","$43,230","$41,069",Large,Cargo Van
4839,Ford,Transit Cargo Van,2023,"150 Low Roof w/130"" WB","$41,955","$39,857",Midsize,Cargo Van
4840,Ford,Transit Cargo Van,2023,"150 Low Roof w/148"" WB","$47,925","$45,529",Large,Cargo Van
4841,Ford,Transit Cargo Van,2023,"150 Low Roof w/130"" WB","$46,650","$44,318",Midsize,Cargo Van
4842,Ford,Transit Cargo Van,2023,"150 Medium Roof w/130"" WB","$47,475","$45,102",Large,Cargo Van
4843,Ford,Transit Cargo Van,2023,"150 Medium Roof w/130"" WB","$42,780","$40,641",Large,Cargo Van
4844,Ford,Transit Cargo Van,2023,"150 Medium Roof w/148"" WB","$48,745","$46,308",Large,Cargo Van
4845,Ford,Transit Cargo Van,2023,"150 Medium Roof w/148"" WB","$44,055","$41,852",Large,Cargo Van
4846,Ford,Transit Cargo Van,2023,"250 High Roof w/148"" WB","$51,845","$49,253",Large,Cargo Van
4847,Ford,Transit Cargo Van,2023,"250 High Roof w/148"" WB","$47,155","$44,797",Large,Cargo Van
4848,Ford,Transit Cargo Van,2023,"250 High Roof w/148"" WB","$53,070","$50,416",Large,Cargo Van
4849,Ford,Transit Cargo Van,2023,"250 High Roof w/148"" WB","$48,375","$45,957",Large,Cargo Van
4850,Ford,Transit Cargo Van,2023,"250 Low Roof w/148"" WB","$48,875","$46,432",Large,Cargo Van
4851,Ford,Transit Cargo Van,2023,"250 Low Roof w/148"" WB","$44,175","$41,967",Large,Cargo Van
4852,Ford,Transit Cargo Van,2023,"250 Low Roof w/130"" WB","$47,600","$45,220",Midsize,Cargo Van
4853,Ford,Transit Cargo Van,2023,"250 Low Roof w/130"" WB","$42,905","$40,760",Midsize,Cargo Van
4854,Ford,Transit Cargo Van,2023,"250 Medium Roof w/130"" WB","$48,425","$46,004",Large,Cargo Van
4855,Ford,Transit Cargo Van,2023,"250 Medium Roof w/130"" WB","$43,730","$41,544",Large,Cargo Van
4856,Ford,Transit Cargo Van,2023,"250 Medium Roof w/148"" WB","$45,005","$42,755",Large,Cargo Van
4857,Ford,Transit Cargo Van,2023,"250 Medium Roof w/148"" WB","$49,700","$47,215",Large,Cargo Van
4858,Ford,Transit Cargo Van,2023,"350 HD High Roof w/148"" WB, 9,950 lbs. GVWR","$50,220","$47,709",Large,Cargo Van
4859,Ford,Transit Cargo Van,2023,"350 HD High Roof w/148"" WB, 9,950 lbs. GVWR","$55,305","$52,540",Large,Cargo Van
4860,Ford,Transit Cargo Van,2023,"350 HD High Roof w/148"" WB, 10,360 lbs. GVWR","$50,570","$48,041",Large,Cargo Van
4861,Ford,Transit Cargo Van,2023,"350 HD High Roof w/148"" WB, 10,360 lbs. GVWR","$57,115","$54,259",Large,Cargo Van
4862,Ford,Transit Cargo Van,2023,"350 HD High Roof w/148"" WB, 11,000 lbs. GVWR","$52,575","$49,947",Large,Cargo Van
4863,Ford,Transit Cargo Van,2023,"350 HD High Roof w/148"" WB, 11,000 lbs. GVWR","$58,160","$55,252",Large,Cargo Van
4864,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB","$48,405","$45,985",Large,Cargo Van
4865,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB","$53,100","$50,445",Large,Cargo Van
4866,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB","$54,320","$51,604",Large,Cargo Van
4867,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB","$49,625","$47,144",Large,Cargo Van
4868,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB, 9,950 lbs. GVWR","$48,945","$46,498",Large,Cargo Van
4869,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB, 9,950 lbs. GVWR","$53,640","$50,958",Large,Cargo Van
4870,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB, 9,950 lbs. GVWR","$54,860","$52,117",Large,Cargo Van
4871,Ford,Transit Cargo Van,2023,"350 High Roof w/148"" WB, 9,950 lbs. GVWR","$50,165","$47,656",Large,Cargo Van
4872,Ford,Transit Cargo Van,2023,"350 Low Roof w/130"" WB","$48,850","$46,408",Midsize,Cargo Van
4873,Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB","$50,125","$47,619",Large,Cargo Van
4874,Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB","$45,430","$43,159",Large,Cargo Van
4875,Ford,Transit Cargo Van,2023,"350 Low Roof w/130"" WB","$44,155","$41,947",Midsize,Cargo Van
4876,Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB, 9,950 lbs. GVWR","$45,970","$43,671",Large,Cargo Van
4877,Ford,Transit Cargo Van,2023,"350 Low Roof w/148"" WB, 9,950 lbs. GVWR","$50,660","$48,127",Large,Cargo Van
4878,Ford,Transit Cargo Van,2023,"350 Medium Roof w/130"" WB","$44,975","$42,727",Large,Cargo Van
4879,Ford,Transit Cargo Van,2023,"350 Medium Roof w/148"" WB","$50,945","$48,398",Large,Cargo Van
4880,Ford,Transit Cargo Van,2023,"350 Medium Roof w/148"" WB","$46,255","$43,942",Large,Cargo Van
4881,Ford,Transit Cargo Van,2023,"350 Medium Roof w/130"" WB","$49,675","$47,192",Large,Cargo Van
4882,Ford,Transit Cargo Van,2023,"350 Medium Roof w/148"" WB, 9,950 lbs. GVWR","$51,490","$48,916",Large,Cargo Van
4883,Ford,Transit Cargo Van,2023,"350 Medium Roof w/148"" WB, 9,950 lbs. GVWR","$46,790","$44,451",Large,Cargo Van
4884,Ford,Transit Connect Cargo Van,2023,XL w/Rear 180 Degree Doors SWB,"$32,790","$31,479",Compact,Cargo Minivan
4885,Ford,Transit Connect Cargo Van,2023,XL w/Rear Liftgate SWB,"$32,790","$31,479",Compact,Cargo Minivan
4886,Ford,Transit Connect Cargo Van,2023,XL w/Rear 180 Degree Doors LWB,"$33,790","$32,439",Large,Cargo Minivan
4887,Ford,Transit Connect Cargo Van,2023,XL w/Rear Liftgate LWB,"$33,790","$32,439",Large,Cargo Minivan
4888,Ford,Transit Connect Cargo Van,2023,XLT w/Rear 180 Degree Doors SWB,"$34,965","$33,566",Compact,Cargo Minivan
4889,Ford,Transit Connect Cargo Van,2023,XLT w/Rear Liftgate SWB,"$34,965","$33,566",Compact,Cargo Minivan
4890,Ford,Transit Connect Cargo Van,2023,XLT w/Rear 180 Degree Doors LWB,"$35,965","$34,526",Large,Cargo Minivan
4891,Ford,Transit Connect Cargo Van,2023,XLT w/Rear Liftgate LWB,"$35,965","$34,526",Large,Cargo Minivan
4892,Ford,Transit Connect Passenger Wagon,2023,Titanium,"$38,560","$37,017",Compact,Passenger Minivan
4893,Ford,Transit Connect Passenger Wagon,2023,XL w/Rear 180 Degree Doors LWB,"$34,360","$32,985",Compact,Passenger Minivan
4894,Ford,Transit Connect Passenger Wagon,2023,XL w/Rear Liftgate LWB,"$34,360","$32,985",Compact,Passenger Minivan
4895,Ford,Transit Connect Passenger Wagon,2023,XLT w/Rear 180 Degree Doors LWB,"$36,475","$35,017",Compact,Passenger Minivan
4896,Ford,Transit Connect Passenger Wagon,2023,XLT w/Rear Liftgate LWB,"$36,475","$35,017",Compact,Passenger Minivan
4897,Ford,Transit Crew Van,2023,"150 Low Roof w/130"" WB","$44,320","$42,104",Midsize,Passenger Van
4898,Ford,Transit Crew Van,2023,"150 Low Roof w/148"" WB","$50,285","$47,771",Large,Passenger Van
4899,Ford,Transit Crew Van,2023,"150 Low Roof w/130"" WB","$49,015","$46,564",Midsize,Passenger Van
4900,Ford,Transit Crew Van,2023,"150 Low Roof w/148"" WB","$45,590","$43,311",Large,Passenger Van
4901,Ford,Transit Crew Van,2023,"150 Medium Roof w/130"" WB","$45,140","$42,883",Large,Passenger Van
4902,Ford,Transit Crew Van,2023,"150 Medium Roof w/148"" WB","$51,115","$48,559",Large,Passenger Van
4903,Ford,Transit Crew Van,2023,"150 Medium Roof w/130"" WB","$49,840","$47,348",Large,Passenger Van
4904,Ford,Transit Crew Van,2023,"150 Medium Roof w/148"" WB","$46,420","$44,099",Large,Passenger Van
4905,Ford,Transit Crew Van,2023,"250 High Roof w/148"" WB","$54,210","$51,499",Large,Passenger Van
4906,Ford,Transit Crew Van,2023,"250 High Roof w/148"" WB","$49,515","$47,039",Large,Passenger Van
4907,Ford,Transit Crew Van,2023,"250 Low Roof w/130"" WB","$49,965","$47,466",Midsize,Passenger Van
4908,Ford,Transit Crew Van,2023,"250 Low Roof w/148"" WB","$51,240","$48,678",Large,Passenger Van
4909,Ford,Transit Crew Van,2023,"250 Low Roof w/130"" WB","$45,265","$43,001",Midsize,Passenger Van
4910,Ford,Transit Crew Van,2023,"250 Low Roof w/148"" WB","$46,545","$44,218",Large,Passenger Van
4911,Ford,Transit Crew Van,2023,"250 Medium Roof w/148"" WB","$47,370","$45,001",Large,Passenger Van
4912,Ford,Transit Crew Van,2023,"250 Medium Roof w/130"" WB","$46,090","$43,786",Large,Passenger Van
4913,Ford,Transit Crew Van,2023,"250 Medium Roof w/130"" WB","$50,785","$48,246",Large,Passenger Van
4914,Ford,Transit Crew Van,2023,"250 Medium Roof w/148"" WB","$52,065","$49,461",Large,Passenger Van
4915,Ford,Transit Crew Van,2023,"350 HD High Roof w/148"" WB, 10,360 lbs. GVWR","$52,930","$50,284",Large,Passenger Van
4916,Ford,Transit Crew Van,2023,"350 HD High Roof w/148"" WB, 9,950 lbs. GVWR","$57,275","$54,412",Large,Passenger Van
4917,Ford,Transit Crew Van,2023,"350 HD High Roof w/148"" WB, 10,360 lbs. GVWR","$59,085","$56,131",Large,Passenger Van
4918,Ford,Transit Crew Van,2023,"350 HD High Roof w/148"" WB, 9,950 lbs. GVWR","$52,575","$49,947",Large,Passenger Van
4919,Ford,Transit Crew Van,2023,"350 High Roof w/148"" WB","$55,465","$52,691",Large,Passenger Van
4920,Ford,Transit Crew Van,2023,"350 High Roof w/148"" WB","$50,770","$48,231",Large,Passenger Van
4921,Ford,Transit Crew Van,2023,"350 Low Roof w/130"" WB","$51,215","$48,654",Midsize,Passenger Van
4922,Ford,Transit Crew Van,2023,"350 Low Roof w/130"" WB","$46,520","$44,194",Midsize,Passenger Van
4923,Ford,Transit Crew Van,2023,"350 Low Roof w/148"" WB","$52,485","$49,861",Large,Passenger Van
4924,Ford,Transit Crew Van,2023,"350 Low Roof w/148"" WB","$47,790","$45,401",Large,Passenger Van
4925,Ford,Transit Crew Van,2023,"350 Medium Roof w/148"" WB","$53,315","$50,649",Large,Passenger Van
4926,Ford,Transit Crew Van,2023,"350 Medium Roof w/148"" WB","$48,620","$46,189",Large,Passenger Van
4927,Ford,Transit Crew Van,2023,"350 Medium Roof w/130"" WB","$52,040","$49,438",Large,Passenger Van
4928,Ford,Transit Crew Van,2023,"350 Medium Roof w/130"" WB","$47,340","$44,973",Large,Passenger Van
4929,Ford,Transit Passenger Van,2023,"350 HD XL High Roof w/148"" WB","$58,900","$55,955",Large,Passenger Van
4930,Ford,Transit Passenger Van,2023,"350 HD XL High Roof w/148"" WB","$52,270","$49,656",Large,Passenger Van
4931,Ford,Transit Passenger Van,2023,"350 HD XLT High Roof w/148"" WB","$54,765","$52,026",Large,Passenger Van
4932,Ford,Transit Passenger Van,2023,"350 HD XLT High Roof w/148"" WB","$61,405","$58,335",Large,Passenger Van
4933,Ford,Transit Passenger Van,2023,"350 XL High Roof w/148"" WB","$51,205","$48,645",Large,Passenger Van
4934,Ford,Transit Passenger Van,2023,"350 XL High Roof w/148"" WB","$55,900","$53,105",Large,Passenger Van
4935,Ford,Transit Passenger Van,2023,"350 XL Low Roof w/148"" WB","$48,630","$46,199",Midsize,Passenger Van
4936,Ford,Transit Passenger Van,2023,"350 XL Low Roof w/148"" WB","$53,325","$50,659",Midsize,Passenger Van
4937,Ford,Transit Passenger Van,2023,"350 XL Medium Roof w/148"" WB","$54,455","$51,732",Large,Passenger Van
4938,Ford,Transit Passenger Van,2023,"350 XL Medium Roof w/148"" WB","$49,760","$47,272",Large,Passenger Van
4939,Ford,Transit Passenger Van,2023,"350 XLT High Roof w/148"" WB","$53,715","$51,029",Large,Passenger Van
4940,Ford,Transit Passenger Van,2023,"350 XLT High Roof w/148"" WB","$58,405","$55,485",Large,Passenger Van
4941,Ford,Transit Passenger Van,2023,"350 XLT Low Roof w/148"" WB","$55,835","$53,044",Midsize,Passenger Van
4942,Ford,Transit Passenger Van,2023,"350 XLT Low Roof w/148"" WB","$51,140","$48,583",Midsize,Passenger Van
4943,Ford,Transit Passenger Van,2023,"350 XLT Medium Roof w/148"" WB","$52,265","$49,651",Large,Passenger Van
4944,Ford,Transit Passenger Van,2023,"350 XLT Medium Roof w/148"" WB","$56,955","$54,107",Large,Passenger Van
4945,Mercedes-Benz,AMG GT,2023,43,"$95,900",,Large,Sedan
4946,Mercedes-Benz,AMG GT,2023,53,"$106,700",,Large,Sedan
4947,Mercedes-Benz,AMG GT,2023,63,"$149,200",,Large,Sedan
4948,Mercedes-Benz,AMG GT,2023,63 S,"$170,350",,Large,Sedan
4949,Mercedes-Benz,C-Class,2023,AMG C 43,"$62,600",,Midsize,Coupe
4950,Mercedes-Benz,C-Class,2023,AMG C 43,"$69,250",,Midsize,Convertible
4951,Mercedes-Benz,C-Class,2023,AMG C 43,"$59,900",,Midsize,Sedan
4952,Mercedes-Benz,C-Class,2023,AMG C 63 S,"$81,850",,Midsize,Coupe
4953,Mercedes-Benz,C-Class,2023,AMG C 63 S,"$90,000",,Midsize,Convertible
4954,Mercedes-Benz,C-Class,2023,C 300,"$44,850",,Midsize,Sedan
4955,Mercedes-Benz,C-Class,2023,C 300,"$49,550",,Midsize,Coupe
4956,Mercedes-Benz,C-Class,2023,C 300,"$57,250",,Midsize,Convertible
4957,Mercedes-Benz,C-Class,2023,C 300 4MATIC,"$46,850",,Midsize,Sedan
4958,Mercedes-Benz,C-Class,2023,C 300 4MATIC,"$51,550",,Midsize,Coupe
4959,Mercedes-Benz,C-Class,2023,C 300 4MATIC,"$59,250",,Midsize,Convertible
4960,Mercedes-Benz,CLA-Class,2023,AMG CLA 35,"$49,500",,Midsize,Sedan
4961,Mercedes-Benz,CLA-Class,2023,AMG CLA 45,"$57,800",,Midsize,Sedan
4962,Mercedes-Benz,CLA-Class,2023,CLA 250,"$39,350",,Midsize,Sedan
4963,Mercedes-Benz,CLA-Class,2023,CLA 250 4MATIC,"$41,350",,Midsize,Sedan
4964,Mercedes-Benz,CLS-Class,2023,CLS 450 4MATIC,"$76,500",,Large,Sedan
4965,Mercedes-Benz,E-Class,2023,AMG E 53,"$91,500",,Midsize,Convertible
4966,Mercedes-Benz,E-Class,2023,AMG E 53,"$81,300",,Large,Sedan
4967,Mercedes-Benz,E-Class,2023,AMG E 53,"$84,500",,Midsize,Coupe
4968,Mercedes-Benz,E-Class,2023,AMG E 63 S,"$112,800",,Large,Sedan
4969,Mercedes-Benz,E-Class,2023,AMG E 63 S,"$121,100",,Large,Wagon
4970,Mercedes-Benz,E-Class,2023,E 350,"$56,750",,Large,Sedan
4971,Mercedes-Benz,E-Class,2023,E 350 4MATIC,"$59,250",,Large,Sedan
4972,Mercedes-Benz,E-Class,2023,E 450,"$69,750",,Midsize,Coupe
4973,Mercedes-Benz,E-Class,2023,E 450,"$76,900",,Midsize,Convertible
4974,Mercedes-Benz,E-Class,2023,E 450 4MATIC,"$65,550",,Large,Sedan
4975,Mercedes-Benz,E-Class,2023,E 450 4MATIC,"$72,250",,Midsize,Coupe
4976,Mercedes-Benz,E-Class,2023,E 450 4MATIC,"$79,550",,Midsize,Convertible
4977,Mercedes-Benz,E-Class,2023,E 450 4MATIC All-Terrain,"$71,250",,Large,Wagon
4978,Mercedes-Benz,EQB,2023,EQB 250+,"$52,750",,Midsize,SUV
4979,Mercedes-Benz,EQB,2023,EQB 300,"$56,900",,Midsize,SUV
4980,Mercedes-Benz,EQB,2023,EQB 350,"$60,550",,Midsize,SUV
4981,Mercedes-Benz,EQE,2023,AMG EQE,"$106,900",,Large,Sedan
4982,Mercedes-Benz,EQE,2023,EQE 350 4MATIC,"$77,900",,Large,Sedan
4983,Mercedes-Benz,EQE,2023,EQE 350+,"$74,900",,Large,Sedan
4984,Mercedes-Benz,EQE,2023,EQE 500 4MATIC,"$85,900",,Large,Sedan
4985,Mercedes-Benz,EQE SUV,2023,EQE 350 4MATIC,"$77,900",,Large,SUV
4986,Mercedes-Benz,EQE SUV,2023,EQE 350+,"$77,900",,Large,SUV
4987,Mercedes-Benz,EQE SUV,2023,EQE 500 4MATIC,"$89,500",,Large,SUV
4988,Mercedes-Benz,EQS,2023,AMG EQS,"$147,550",,Large,Sedan
4989,Mercedes-Benz,EQS,2023,EQS 450 4MATIC,"$107,400",,Large,Sedan
4990,Mercedes-Benz,EQS,2023,EQS 450+,"$104,400",,Large,Sedan
4991,Mercedes-Benz,EQS,2023,EQS 580 4MATIC,"$125,950",,Large,Sedan
4992,Mercedes-Benz,EQS SUV,2023,EQS 450 4MATIC,"$107,400",,Large,SUV
4993,Mercedes-Benz,EQS SUV,2023,EQS 450+,"$104,400",,Large,SUV
4994,Mercedes-Benz,EQS SUV,2023,EQS 580 4MATIC,"$125,950",,Large,SUV
4995,Mercedes-Benz,G-Class,2023,AMG G 63,"$179,000",,Midsize,SUV
4996,Mercedes-Benz,G-Class,2023,AMG G 63 4x4 Squared,"$349,000",,Midsize,SUV
4997,Mercedes-Benz,G-Class,2023,G 550,"$139,900",,Midsize,SUV
4998,Mercedes-Benz,GLA-Class,2023,AMG GLA 35,"$49,500",,Compact,SUV
4999,Mercedes-Benz,GLA-Class,2023,AMG GLA 45,"$56,650",,Compact,SUV
5600,Mercedes-Benz,GLA-Class,2023,GLA 250,"$37,500",,Compact,SUV
5601,Mercedes-Benz,GLA-Class,2023,GLA 250 4MATIC,"$39,500",,Compact,SUV
5602,Mercedes-Benz,GLB-Class,2023,AMG GLB 35,"$51,500",,Midsize,SUV
5603,Mercedes-Benz,GLB-Class,2023,GLB 250,"$39,800",,Midsize,SUV
5604,Mercedes-Benz,GLB-Class,2023,GLB 250 4MATIC,"$41,800",,Midsize,SUV
5605,Mercedes-Benz,GLC-Class,2023,GLC 300,"$47,100",,Midsize,SUV
5606,Mercedes-Benz,GLC-Class,2023,GLC 300 4MATIC,"$49,100",,Midsize,SUV
5607,Mercedes-Benz,GLC-Class Coupe,2023,AMG GLC 43,"$68,200",,Midsize,SUV
5608,Mercedes-Benz,GLC-Class Coupe,2023,GLC 300 4MATIC,"$54,700",,Midsize,SUV
5609,Mercedes-Benz,GLE-Class,2023,AMG GLE 53,"$76,950",,Large,SUV
5610,Mercedes-Benz,GLE-Class,2023,AMG GLE 63 S,"$120,000",,Large,SUV
5611,Mercedes-Benz,GLE-Class,2023,GLE 350,"$57,700",,Large,SUV
5612,Mercedes-Benz,GLE-Class,2023,GLE 350 4MATIC,"$60,200",,Large,SUV
5613,Mercedes-Benz,GLE-Class,2023,GLE 450 4MATIC,"$66,450",,Large,SUV
5614,Mercedes-Benz,GLE-Class,2023,GLE 580 4MATIC,"$83,850",,Large,SUV
5615,Mercedes-Benz,GLE-Class Coupe,2023,AMG GLE 53,"$81,200",,Large,SUV
5616,Mercedes-Benz,GLE-Class Coupe,2023,AMG GLE 63 S,"$120,700",,Large,SUV
5617,Mercedes-Benz,GLS-Class,2023,AMG GLS 63,"$139,000",,Large,SUV
5618,Mercedes-Benz,GLS-Class,2023,GLS 450 4MATIC,"$81,800",,Large,SUV
5619,Mercedes-Benz,GLS-Class,2023,GLS 580 4MATIC,"$105,000",,Large,SUV
5620,Mercedes-Benz,Maybach,2023,S 580 4MATIC,"$193,400",,Large,Sedan
5621,Mercedes-Benz,Maybach,2023,S 680 4MATIC,"$229,000",,Large,Sedan
5622,Mercedes-Benz,Maybach GLS,2023,GLS 600,"$170,000",,Large,SUV
5623,Mercedes-Benz,Metris,2023,"126"" WB Cargo","$39,600",,Large,Cargo Minivan
5624,Mercedes-Benz,Metris,2023,"135"" WB Cargo","$40,200",,Large,Cargo Minivan
5625,Mercedes-Benz,Metris,2023,Passenger,"$43,600",,Large,Passenger Minivan
5626,Mercedes-Benz,S-Class,2023,S 500 4MATIC,"$114,500",,Large,Sedan
5627,Mercedes-Benz,S-Class,2023,S 580 4MATIC,"$124,000",,Large,Sedan
5628,Mercedes-Benz,S-Class,2023,S 580e 4MATIC,"$120,500",,Large,Sedan
5629,Mercedes-Benz,SL-Class,2023,AMG SL 43,"$109,900",,Midsize,Convertible
5630,Mercedes-Benz,SL-Class,2023,AMG SL 55,"$141,300",,Midsize,Convertible
5631,Mercedes-Benz,SL-Class,2023,AMG SL 63,"$183,000",,Midsize,Convertible
5632,Mercedes-Benz,Sprinter,2023,"1500 144"" WB Cargo","$43,500",,Large,Cargo Van
5633,Mercedes-Benz,Sprinter,2023,"1500 144"" WB Passenger","$48,700",,Compact,Passenger Van
5634,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Cargo","$44,500",,Large,Cargo Van
5635,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Cargo","$47,000",,Large,Cargo Van
5636,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Cargo","$56,050",,Large,Cargo Van
5637,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Cargo w/High Output Engine","$49,650",,Large,Cargo Van
5638,Mercedes-Benz,Sprinter,2023,"2500 144"" WB Crew w/High Output Engine","$51,850",,Midsize,Passenger Van
